Annotation,Speaker,Utterance,,
,%mor:,pron|who-Rel-S1 verb|stay-Fin-Ind-Pres-S3 adp|with pron|we-Prs-Acc-P1 ?,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|4|CASE 4|2|OBL 5|2|PUNCT,,
NOP,*CHI:,Janet !,,
,%mor:,noun|Janet !,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,fat,,
NOP,*MOT:,that's right [>] .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 adj|right-Pos-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*FAT:,<that's right> [<] .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 adj|right-Pos-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
POL,*JAN:,"no , thanks .",,
,%mor:,intj|no cm|cm noun|thanks .,,
,%gra:,1|3|ROOT 2|1|PUNCT 3|1|DISCOURSE 4|1|PUNCT,,
,%act:,<1w> ch has given her some food,,
,%add:,chi,,
NOP,*JAN:,"you can eat that , Nanette [=! laughs] .",,
,%mor:,pron|you-Prs-Nom-S2 aux|can-Fin-S verb|eat-Inf-S pron|that-Dem-S1 cm|cm noun|Nanette .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|6|ROOT 4|3|OBJ 5|3|PUNCT 6|3|PARATAXIS 7|3|PUNCT,,
NOP,*MOT:,&=laughs .,,
NOP,*CHI:,you love it .,,
,%mor:,pron|you-Prs-Nom-S2 verb|love-Fin-Ind-Pres-S2 pron|it-Prs-Acc-S3 .,,
,%gra:,1|2|NSUBJ 2|3|ROOT 3|2|OBJ 4|2|PUNCT,,
,%add:,jan,,
POL,*JAN:,"oh , no thanks .",,
,%mor:,intj|oh cm|cm det|no-Def noun|thanks .,,
,%gra:,1|4|DISCOURSE 2|1|PUNCT 3|4|DET 4|4|ROOT 5|4|PUNCT,,
,%add:,chi,,
POL,*JAN:,that's very generous of you .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 adv|very adj|generous-Pos-S1 adp|of pron|you-Prs-Acc-S2 .,,
,%gra:,1|4|NSUBJ 2|4|COP 3|4|ADVMOD 4|6|ROOT 5|6|CASE 6|4|OBL 7|4|PUNCT,,
POL,*JAN:,but no thanks .,,
,%mor:,cconj|but det|no-Def noun|thanks .,,
,%gra:,1|3|CC 2|3|DET 3|3|ROOT 4|3|PUNCT,,
NOP,*MOT:,xxx .,,
,%com:,no ?,,
,%add:,chi,,
NOP,*CHI:,no [>] .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
POL,*MOT:,want [<] to see if you ca(n) [//] do [//] guess what the dessert is ?,,
,%mor:,verb|want-Fin-Imp-S part|to verb|see-Inf-S sconj|if pron|you-Prs-Nom-S2 verb|guess-Fin-Ind-Pres-S2 pron|what-Rel-S1 det|the-Def-Art noun|dessert aux|be-Fin-Ind-Pres-S3 ?,,
,%gra:,1|10|ROOT 2|3|MARK 3|1|XCOMP 4|6|MARK 5|6|NSUBJ 6|3|CCOMP 7|6|CCOMP 8|9|DET 9|7|NSUBJ 10|7|COP 11|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,"oh , no .",,
,%mor:,intj|oh cm|cm intj|no .,,
,%gra:,1|3|ROOT 2|1|PUNCT 3|1|DISCOURSE 4|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,let's see .,,
,%mor:,verb|let-Fin-Imp-S~pron|we-Prs-Acc-P1 verb|see-Inf-S .,,
,%gra:,1|3|ROOT 2|1|OBJ 3|1|XCOMP 4|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,I bet you can't guess it <let's try it> [>] .,,
,%mor:,pron|I-Prs-Nom-S1 verb|bet-Fin-Ind-Pres-S1 pron|you-Prs-Nom-S2 aux|can-Fin-S~part|not verb|guess-Inf-S pron|it-Prs-Acc-S3 verb|let-Inf-S~pron|we-Prs-Acc-P1 verb|try-Inf-S pron|it-Prs-Acc-S3 .,,
,%gra:,1|2|NSUBJ 2|11|ROOT 3|6|NSUBJ 4|6|AUX 5|6|ADVMOD 6|2|CCOMP 7|6|OBJ 8|6|CCOMP 9|8|OBJ 10|8|XCOMP 11|10|OBJ 12|2|PUNCT,,
NOP,*CHI:,<no:> [<] [>] .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,<do you> [<] think it's cookies ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|think-Inf-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|cookie-Plur ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|6|ROOT 4|6|NSUBJ 5|6|COP 6|3|CCOMP 7|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,no [>] .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,<do you> [<] think it's cake ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|think-Inf-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|cake ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|6|ROOT 4|6|NSUBJ 5|6|COP 6|3|CCOMP 7|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,no [//] yeah [>] .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,no [<] .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,nope .,,
,%mor:,intj|nope .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,you're wrong .,,
,%mor:,pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 adj|wrong-Pos-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
NOP,*CHI:,ya .,,
,%mor:,intj|ya .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,do you think it's pudding ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|think-Inf-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|pudding ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|6|ROOT 4|6|NSUBJ 5|6|COP 6|3|CCOMP 7|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,"no , it's something cold .",,
,%mor:,intj|no cm|cm pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 pron|something-Ind-S1 adj|cold-Pos-S1 .,,
,%gra:,1|5|DISCOURSE 2|1|PUNCT 3|5|NSUBJ 4|5|COP 5|6|ROOT 6|5|AMOD 7|5|PUNCT,,
,%add:,chi,,
NOP,*MOT:,what do you think it could be if it's cold ?,,
,%mor:,pron|what-Int-S1 aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|think-Inf-S pron|it-Prs-Nom-S3 aux|could-Fin-S aux|be-Inf-S sconj|if pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|cold-Pos-S1 ?,,
,%gra:,1|4|CCOMP 2|4|AUX 3|4|NSUBJ 4|11|ROOT 5|1|NSUBJ 6|1|AUX 7|1|COP 8|11|MARK 9|11|NSUBJ 10|11|COP 11|4|ADVCL 12|4|PUNCT,,
NOP,*MOT:,"it's very cold (..) , the dessert .",,
,%mor:,pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|very adj|cold-Pos-S1 cm|cm det|the-Def-Art noun|dessert .,,
,%gra:,1|4|NSUBJ 2|4|COP 3|4|ADVMOD 4|7|ROOT 5|7|PUNCT 6|7|DET 7|4|PARATAXIS 8|4|PUNCT,,
POL,*FAT:,"Nanette , would you sit down , please ?",,
,%mor:,noun|Nanette cm|cm aux|would-Fin-S pron|you-Prs-Nom-S2 verb|sit-Inf-S adp|down cm|cm intj|please ?,,
,%gra:,1|5|VOCATIVE 2|5|PUNCT 3|5|AUX 4|5|NSUBJ 5|8|ROOT 6|5|COMPOUND-PRT 7|5|PUNCT 8|5|DISCOURSE 9|5|PUNCT,,
,%add:,chi,,
NOP,*CHI:,I'm xxx goin(g) away .,,
,%mor:,pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|go-Part-Pres-S adv|away .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|4|ROOT 4|3|ADVMOD 5|3|PUNCT,,
,%com:,<after> runs off,,
,%add:,fat,,
NOP,*MOT:,what ?,,
,%mor:,pron|what-Int-S1 ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,I'm goin(g) away .,,
,%mor:,pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|go-Part-Pres-S adv|away .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|4|ROOT 4|3|ADVMOD 5|3|PUNCT,,
,%add:,mot,,
NOP,*MOT:,"<no , I don't want you to go away> [>] .",,
,%mor:,intj|no cm|cm pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S pron|you-Prs-Acc-S2 part|to verb|go-Inf-S adv|away .,,
,%gra:,1|6|DISCOURSE 2|6|PUNCT 3|6|NSUBJ 4|6|AUX 5|6|ADVMOD 6|10|ROOT 7|6|OBJ 8|9|MARK 9|6|XCOMP 10|9|ADVMOD 11|6|PUNCT,,
,%add:,chi,,
NOP,*FAT:,"<no , I don't want you to go away> [<] .",,
,%mor:,intj|no cm|cm pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S pron|you-Prs-Acc-S2 part|to verb|go-Inf-S adv|away .,,
,%gra:,1|6|DISCOURSE 2|6|PUNCT 3|6|NSUBJ 4|6|AUX 5|6|ADVMOD 6|10|ROOT 7|6|OBJ 8|9|MARK 9|6|XCOMP 10|9|ADVMOD 11|6|PUNCT,,
,%add:,chi,,
NOP,*MOT:,come on .,,
,%mor:,verb|come-Fin-Imp-S adv|on .,,
,%gra:,1|2|ROOT 2|1|ADVMOD 3|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,we're having supper right now .,,
,%mor:,pron|we-Prs-Nom-P1~aux|be-Fin-Ind-Pres-P1 verb|have-Part-Pres-S noun|supper adv|right adv|now .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|6|ROOT 4|3|OBJ 5|6|ADVMOD 6|3|ADVMOD 7|3|PUNCT,,
NOP,*MOT:,Nanette !,,
,%mor:,noun|Nanette !,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,one slide an then quickly back to the table .,,
,%mor:,num|one noun|slide det|a-Ind-Art adv|then adv|quickly adv|back adp|to det|the-Def-Art noun|table .,,
,%gra:,1|2|NUMMOD 2|9|ROOT 3|2|DET 4|5|ADVMOD 5|6|ADVMOD 6|2|ADVMOD 7|9|CASE 8|9|DET 9|6|OBL 10|2|PUNCT,,
NOP,*FAT:,cmon .,,
,%mor:,intj|cmon .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*FAT:,(.) do it .,,
,%mor:,verb|do-Fin-Imp-S pron|it-Prs-Acc-S3 .,,
,%gra:,1|2|ROOT 2|1|OBJ 3|1|PUNCT,,
NOP,*MOT:,this is supper time .,,
,%mor:,pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 noun|supper noun|time .,,
,%gra:,1|4|NSUBJ 2|4|COP 3|4|COMPOUND 4|4|ROOT 5|4|PUNCT,,
,%add:,chi,,
NOP,*MOT:,we always have supper at the table .,,
,%mor:,pron|we-Prs-Nom-P1 adv|always verb|have-Fin-Ind-Pres-P1 noun|supper adp|at det|the-Def-Art noun|table .,,
,%gra:,1|3|NSUBJ 2|3|ADVMOD 3|7|ROOT 4|3|OBJ 5|7|CASE 6|7|DET 7|3|OBL 8|3|PUNCT,,
NOP,*CHI:,Ja(net) +...,,
,%mor:,noun|Janet +...,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,unknown,,
NOP,*MOT:,hurry up .,,
,%mor:,verb|hurry-Inf-S adp|up .,,
,%gra:,1|2|ROOT 2|1|COMPOUND-PRT 3|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,(a)nother one .,,
,%mor:,det|another-Def noun|one .,,
,%gra:,1|2|DET 2|2|ROOT 3|2|PUNCT,,
,%com:,from the other room,,
,%add:,mot,,
NOP,*MOT:,what ?,,
,%mor:,pron|what-Int-S1 ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,"no , not another one .",,
,%mor:,intj|no cm|cm part|not det|another-Def noun|one .,,
,%gra:,1|5|DISCOURSE 2|1|PUNCT 3|5|ADVMOD 4|5|DET 5|5|ROOT 6|5|PUNCT,,
POL,*MOT:,if you'd like to bring a friend from the pl [//] from your playroom here you can .,,
,%mor:,sconj|if pron|you-Prs-Nom-S2~aux|would-Fin-S verb|like-Inf-S part|to verb|bring-Inf-S det|a-Ind-Art noun|friend adp|from det|the-Def-Art adp|from pron|your-Prs-Gen-S2 noun|playroom adv|here pron|you-Prs-Nom-S2 aux|can-Fin-S .,,
,%gra:,1|4|MARK 2|4|NSUBJ 3|4|AUX 4|16|ADVCL 5|6|MARK 6|4|XCOMP 7|8|DET 8|6|OBJ 9|10|CASE 10|6|OBL 11|13|CASE 12|13|NMOD-POSS 13|6|OBL 14|13|ADVMOD 15|16|NSUBJ 16|16|ROOT 17|16|PUNCT,,
NOP,*FAT:,okay .,,
,%mor:,intj|okay .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*FAT:,"Nanette , this is the last one .",,
,%mor:,noun|Nanette cm|cm pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|the-Def-Art adj|last-Pos-S1 noun|one .,,
,%gra:,1|7|VOCATIVE 2|7|PUNCT 3|7|NSUBJ 4|7|COP 5|7|DET 6|7|AMOD 7|7|ROOT 8|7|PUNCT,,
NOP,*FAT:,and then you come in and no more .,,
,%mor:,cconj|and adv|then pron|you-Prs-Nom-S2 verb|come-Fin-Ind-Pres-S2 adv|in cconj|and adv|no adj|more-Cmp-S1 .,,
,%gra:,1|4|CC 2|4|ADVMOD 3|4|NSUBJ 4|8|ROOT 5|4|ADVMOD 6|8|CC 7|8|ADVMOD 8|4|CONJ 9|4|PUNCT,,
NOP,*FAT:,"hurry up , though .",,
,%mor:,verb|hurry-Inf-S adp|up cm|cm adv|though .,,
,%gra:,1|4|ROOT 2|1|COMPOUND-PRT 3|1|PUNCT 4|1|ADVMOD 5|1|PUNCT,,
NOP,*FAT:,you hafta do it right away .,,
,%mor:,pron|you-Prs-Nom-S2 aux|hafta-Fin-Ind-Pres-S verb|do-Inf-S pron|it-Prs-Acc-S3 adv|right adv|away .,,
,%gra:,1|3|NSUBJ 2|3|DISCOURSE 3|6|ROOT 4|3|OBJ 5|6|ADVMOD 6|3|ADVMOD 7|3|PUNCT,,
NOP,*FAT:,"you hafta do it before I count three: one (..) two (..) three (..) now , go do it .",,
,%mor:,pron|you-Prs-Nom-S2 aux|hafta-Fin-Ind-Pres-S verb|do-Inf-S pron|it-Prs-Acc-S3 sconj|before pron|I-Prs-Nom-S1 verb|count-Fin-Ind-Pres-S1 num|three num|one num|two num|three adv|now cm|cm verb|go-Fin-Imp-S verb|do-Fin-S pron|it-Prs-Acc-S3 .,,
,%gra:,1|3|NSUBJ 2|3|DISCOURSE 3|16|ROOT 4|3|OBJ 5|7|MARK 6|7|NSUBJ 7|3|ADVCL 8|7|OBJ 9|8|NUMMOD 10|11|COMPOUND 11|9|NMOD 12|7|ADVMOD 13|3|PUNCT 14|3|PARATAXIS 15|14|XCOMP 16|15|OBJ 17|3|PUNCT,,
NOP,*CHI:,xxx .,,
,%add:,self,,
NOP,*MOT:,xxx [>] .,,
,%add:,fat,,
NOP,*FAT:,<I don't care to> [>] .,,
,%mor:,pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|care-Inf-S adp|to .,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|5|ROOT 5|4|OBL 6|4|PUNCT,,
,%add:,mot,,
NOP,*FAT:,cmon .,,
,%mor:,intj|cmon .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*FAT:,we're still at the table .,,
,%mor:,pron|we-Prs-Nom-P1~aux|be-Fin-Ind-Pres-P1 adv|still adp|at det|the-Def-Art noun|table .,,
,%gra:,1|6|NSUBJ 2|6|COP 3|6|ADVMOD 4|6|CASE 5|6|DET 6|6|ROOT 7|6|PUNCT,,
NOP,*CHI:,I wanna go do nuv [: another] one .,,
,%mor:,pron|I-Prs-Nom-S1 aux|wanna-Fin-S verb|go-Inf-S verb|do-Inf-S det|another-Def noun|one .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|6|ROOT 4|3|XCOMP 5|6|DET 6|4|OBJ 7|3|PUNCT,,
,%add:,fat,,
NOP,*FAT:,nope .,,
,%mor:,intj|nope .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,I want to do: it .,,
,%mor:,pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 part|to verb|do-Inf-S pron|it-Prs-Acc-S3 .,,
,%gra:,1|2|NSUBJ 2|5|ROOT 3|4|MARK 4|2|XCOMP 5|4|OBJ 6|2|PUNCT,,
,%par:,screaming crying,,
,%add:,fat,,
NOP,*FAT:,whee !,,
,%mor:,intj|whee !,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%com:,in other room with child,,
,%add:,chi,,
NOP,*FAT:,just did it .,,
,%mor:,adv|just verb|do-Fin-Ind-Past-S3 pron|it-Prs-Acc-S3 .,,
,%gra:,1|2|ADVMOD 2|3|ROOT 3|2|OBJ 4|2|PUNCT,,
NOP,*CHI:,&~a:h !,,
,%com:,protesting,,
NOP,*MOT:,Nanette (..) .,,
,%mor:,noun|Nanette .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*FAT:,cmon .,,
,%mor:,intj|cmon .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,have you finished eating ?,,
,%mor:,aux|have-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|finish-Part-Past-S noun|eating ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|4|ROOT 4|3|OBJ 5|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,do you want anymore of your supper ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|want-Inf-S adv|anymore adp|of pron|your-Prs-Gen-S2 noun|supper ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|7|ROOT 4|3|ADVMOD 5|7|CASE 6|7|NMOD-POSS 7|3|OBL 8|3|PUNCT,,
POL,*MOT:,would you [>] like your dessert ?,,
,%mor:,aux|would-Fin-S pron|you-Prs-Nom-S2 verb|like-Inf-S pron|your-Prs-Gen-S2 noun|dessert ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|5|ROOT 4|5|NMOD-POSS 5|3|OBJ 6|3|PUNCT,,
NOP,*CHI:,<I wan> [<] +...,,
,%mor:,pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 +...,,
,%gra:,1|2|NSUBJ 2|2|ROOT 3|2|PUNCT,,
,%add:,mot,,
POL,*MOT:,let's see if you can guess what the dessert is .,,
,%mor:,verb|let-Fin-Imp-S~pron|we-Prs-Acc-P1 verb|see-Inf-S sconj|if pron|you-Prs-Nom-S2 aux|can-Fin-S verb|guess-Inf-S pron|what-Rel-S1 det|the-Def-Art noun|dessert aux|be-Fin-Ind-Pres-S3 .,,
,%gra:,1|11|ROOT 2|1|OBJ 3|1|XCOMP 4|7|MARK 5|7|NSUBJ 6|7|AUX 7|3|CCOMP 8|7|CCOMP 9|10|DET 10|8|NSUBJ 11|8|COP 12|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,what would be cold that we might have for dessert ?,,
,%mor:,pron|what-Int-S1 aux|would-Fin-S aux|be-Inf-S adj|cold-Pos-S1 pron|that-Rel-S1 pron|we-Prs-Nom-P1 aux|might-Fin-S verb|have-Inf-S adp|for noun|dessert ?,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|COP 4|10|ROOT 5|8|OBJ 6|8|NSUBJ 7|8|AUX 8|4|ADVCL 9|10|CASE 10|8|OBL 11|4|PUNCT,,
NOP,*MOT:,very cold .,,
,%mor:,adv|very adj|cold-Pos-S1 .,,
,%gra:,1|2|ADVMOD 2|2|ROOT 3|2|PUNCT,,
NOP,*MOT:,what do you think it could be ?,,
,%mor:,pron|what-Int-S1 aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|think-Inf-S pron|it-Prs-Nom-S3 aux|could-Fin-S aux|be-Inf-S ?,,
,%gra:,1|4|CCOMP 2|4|AUX 3|4|NSUBJ 4|7|ROOT 5|1|NSUBJ 6|1|AUX 7|1|COP 8|4|PUNCT,,
NOP,*MOT:,do you think it would be (.) hot cocoa if it were very cold ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|think-Inf-S pron|it-Prs-Nom-S3 aux|would-Fin-S aux|be-Inf-S adj|hot-Pos-S1 noun|cocoa sconj|if pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3 adv|very adj|cold-Pos-S1 ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|13|ROOT 4|8|NSUBJ 5|8|AUX 6|8|COP 7|8|AMOD 8|3|CCOMP 9|13|MARK 10|13|NSUBJ 11|13|COP 12|13|ADVMOD 13|8|ADVCL 14|3|PUNCT,,
NOP,*FAT:,&-um .,,
,%add:,unknown,,
NOP,*FAT:,what's your fa [//] <where's> [>] +...,,
,%mor:,pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|your-Prs-Gen-S2 adv|where~aux|be-Fin-Ind-Pres-S3 +...,,
,%gra:,1|5|ROOT 2|1|COP 3|4|NMOD-POSS 4|1|NSUBJ 5|1|COP 6|1|PUNCT,,
NOP,*MOT:,you're sitting down .,,
,%mor:,pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 verb|sit-Part-Pres-S adv|down .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|4|ROOT 4|3|ADVMOD 5|3|PUNCT,,
,%add:,chi,,
POL,*MOT:,I'm sorry [<] .,,
,%mor:,pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|sorry-Pos-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
NOP,*FAT:,"<Nanette ,> [>] where's your favorite place to go ?",,
,%mor:,noun|Nanette cm|cm adv|where~aux|be-Fin-Ind-Pres-S3 pron|your-Prs-Gen-S2 adj|favorite-Pos-S1 noun|place part|to verb|go-Inf-S ?,,
,%gra:,1|7|VOCATIVE 2|7|PUNCT 3|7|ADVMOD 4|7|COP 5|7|NMOD-POSS 6|7|AMOD 7|9|ROOT 8|9|MARK 9|7|ACL 10|7|PUNCT,,
,%add:,chi,,
NOP,*MOT:,"Nanette , (.) <we hafta> [<] take the food away if you get up .",,
,%mor:,noun|Nanette cm|cm pron|we-Prs-Nom-P1 adv|hafta verb|take-Fin-S det|the-Def-Art noun|food adv|away sconj|if pron|you-Prs-Nom-S2 verb|get-Fin-Ind-Pres-S2 adv|up .,,
,%gra:,1|5|VOCATIVE 2|5|PUNCT 3|5|NSUBJ 4|5|ADVMOD 5|12|ROOT 6|7|DET 7|5|OBJ 8|5|ADVMOD 9|11|MARK 10|11|NSUBJ 11|5|ADVCL 12|11|ADVMOD 13|5|PUNCT,,
,%add:,chi,,
POL,*FAT:,<please sit down> [>] cmon .,,
,%mor:,intj|please verb|sit-Fin-Imp-S adp|down intj|cmon .,,
,%gra:,1|2|DISCOURSE 2|4|ROOT 3|2|COMPOUND-PRT 4|2|DISCOURSE 5|2|PUNCT,,
,%add:,chi,,
NOP,*CHI:,xxx [<] wan do it .,,
,%mor:,noun|want verb|do-Fin-Imp-S pron|it-Prs-Acc-S3 .,,
,%gra:,1|2|DISCOURSE 2|3|ROOT 3|2|OBJ 4|2|PUNCT,,
,%par:,whining,,
,%add:,mot and fat,,
NOP,*MOT:,"nope [>] okay , then <bring your food> [>] down .",,
,%mor:,intj|nope intj|okay cm|cm adv|then verb|bring-Fin-Imp-S pron|your-Prs-Gen-S2 noun|food adv|down .,,
,%gra:,1|5|DISCOURSE 2|5|DISCOURSE 3|2|PUNCT 4|5|ADVMOD 5|8|ROOT 6|7|NMOD-POSS 7|5|OBJ 8|5|COMPOUND-PRT 9|5|PUNCT,,
,%add:,chi,,
NOP,*FAT:,"<okay , then put your hands> [<] +...",,
,%mor:,intj|okay cm|cm adv|then verb|put-Fin-Imp-S pron|your-Prs-Gen-S2 noun|hand-Plur +...,,
,%gra:,1|4|DISCOURSE 2|1|PUNCT 3|4|ADVMOD 4|6|ROOT 5|6|NMOD-POSS 6|4|OBJ 7|4|PUNCT,,
,%add:,chi,,
NOP,*MOT:,that's it .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Acc-S3 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,that's the end of your supper .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|end adp|of pron|your-Prs-Gen-S2 noun|supper .,,
,%gra:,1|4|NSUBJ 2|4|COP 3|4|DET 4|7|ROOT 5|7|CASE 6|7|NMOD-POSS 7|4|NMOD 8|4|PUNCT,,
NOP,*MOT:,no more supper .,,
,%mor:,det|no-Def adj|more-Cmp-S1 noun|supper .,,
,%gra:,1|3|DET 2|3|AMOD 3|3|ROOT 4|3|PUNCT,,
NOP,*MOT:,let's go wash up .,,
,%mor:,verb|let-Fin-Imp-S~pron|we-Prs-Acc-P1 verb|go-Inf-S verb|wash-Inf-S adp|up .,,
,%gra:,1|5|ROOT 2|1|OBJ 3|1|XCOMP 4|3|XCOMP 5|4|COMPOUND-PRT 6|1|PUNCT,,
NOP,*MOT:,cmon .,,
,%mor:,intj|cmon .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,"we're not playing , though .",,
,%mor:,pron|we-Prs-Nom-P1~aux|be-Fin-Ind-Pres-P1 part|not verb|play-Part-Pres-S cm|cm adv|though .,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|6|ROOT 5|4|PUNCT 6|4|ADVMOD 7|4|PUNCT,,
NOP,*MOT:,you're gonna sit an +...,,
,%mor:,pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 part|gonna verb|sit-Inf-S det|a-Ind-Art +...,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|5|ROOT 5|4|OBJ 6|4|PUNCT,,
NOP,*MOT:,whoops !,,
,%mor:,intj|whoops !,,
